Metabolite	PRISM|7122	PRISM|7147	PRISM|7150	PRISM|7153	PRISM|7184	PRISM|7238	PRISM|7406	PRISM|7408	PRISM|7421	PRISM|7445	PRISM|7486	PRISM|7547	PRISM|7658	PRISM|7662	PRISM|7744	PRISM|7759	PRISM|7791	PRISM|7843	PRISM|7847	PRISM|7855	PRISM|7858	PRISM|7860	PRISM|7861	PRISM|7862	PRISM|7870	PRISM|7874	PRISM|7875	PRISM|7879	PRISM|7899	PRISM|7904	PRISM|7906	PRISM|7908	PRISM|7909	PRISM|7910	PRISM|7911	PRISM|7912	PRISM|7938	PRISM|7941	PRISM|7947	PRISM|7948	PRISM|7955	PRISM|7971	PRISM|7989	PRISM|8095	PRISM|8226	PRISM|8244	PRISM|8264	PRISM|8283	PRISM|8332	PRISM|8336	PRISM|8361	PRISM|8374	PRISM|8377	PRISM|8406	PRISM|8452	PRISM|8462	PRISM|8466	PRISM|8467	PRISM|8475	PRISM|8483	PRISM|8485	PRISM|8496	PRISM|8523	PRISM|8534	PRISM|8537	PRISM|8550	PRISM|8564	PRISM|8565	PRISM|8573	PRISM|8577	PRISM|8589	PRISM|8591	PRISM|8592	PRISM|8624	PRISM|8629	PRISM|8675	PRISM|8683	PRISM|8746	PRISM|8749	PRISM|8753	PRISM|8754	PRISM|8758	PRISM|8764	PRISM|8765	PRISM|8774	PRISM|8776	PRISM|8783	PRISM|8784	PRISM|8788	PRISM|8789	PRISM|8794	PRISM|8800	PRISM|8802	PRISM|8806	PRISM|8807	PRISM|8841	PRISM|8843	PRISM|8847	PRISM|8878	PRISM|8892	PRISM|9126	PRISM|9148
C34:2 DAG*	670.62	1749.37	783.34	2242.62	502.205	471.527	1681.14	134.501	3194.93	928.237	1530.57	1852.22	791.102	3154.25	295.358	1204.28	1619.73	290.256	5344.64	673.489	2099.19	2239.69	655.871	4498.1	315.6	359.261	1034.37	877.932	3720.5	691.048	10534.8	2711.2	262.855	5389.22	1323.5	916.326	134.809	3187.18	145.759	526.667	421.351	6164.65	30.487	199.597	832.614	232.948	3088.52	126.495	2303.05	95.9288	430.219	174.166	1960.92	2729.44	386.689	266.869	1746.44	1551.21	158.07	448.464	415.616	811.987	1130.57	240.807	170.781	255.017	684.915	111.997	3740.07	170.833	316.162	615.656	2083.66	1925.6	4308.01	5417.31	6242.7	735.584	580.751	155.431	1996.58	99.0642	2107.43	272.01	1266.8	1033.76	118.404	78.6348	1036.75	609.27	832.16	998.894	307.75	387.8	580.543	40.7415	81.8462	1252.68	347.538	665.753	42.8819	740.264
C34:2 PC	42.9904	46.2752	69.067	28.8582	105.043	48.7984	996.408	65.0342	38.7577	28.445	36.6875	26.8392	344.208	100.577	176.441	84.0746	24.1311	35.9273	110.321	94.8098	177.433	30.305	183.88	163.894	23.3681	183.452	160.092	486.349	232.77	49.8352	155.076	122.941	161.764	62.2235	127.763	245.919	32.3661	31.6436	31.9963	3538.64	105.968	54.4351	220.74	17.9974	57.2236	117.33	75.3443	253.491	144.12	95.6663	450.798	560.673	129.451	0	142.171	108.28	45.0664	578.847	37.3078	74.4003	157.969	60.4162	8297.13	199.261	92.0029	150.322	109.518	401.36	86.4905	57.9722	201.953	1648.83	103.544	63.4892	39.1718	116.347	12980.2	741.65	52.6804	49.4969	184.066	0	36.7876	241.232	469.492	102.689	59.4532	102.534	78.7451	178.574	61.0946	43.6524	182.457	265.387	92.2693	69.6982	8.77823	34.6356	205.933	66.8347	45.8595	290.272
C34:3 DAG	292.494	367.213	803.603	646.483	38.5472	287.637	447.722	44.1352	911.112	278.397	1196.1	418.169	238.158	8459.87	145.865	412.645	212.236	187.739	922.681	5363.51	616.176	513.881	270.374	381.93	208.908	435.055	269.011	1018.8	366.685	330.623	671.039	485.356	357.223	652.062	1454.21	295.531	56.9632	489.711	38.11	181.22	208.75	1693.95	29.0978	273.168	633.98	293.292	3514.31	132.891	271.052	94.9689	203.868	54.9001	429.578	996.713	182.08	234.395	1712.69	423.537	56.5306	238.262	121.255	1218.64	323.385	196.182	559.841	85.6876	258.235	48.0941	1136.2	46.3064	363.921	189.791	393.142	2200.92	905.611	680.096	701.984	255.575	95.7729	99.9716	164.249	82.6224	558.939	202.336	1514.63	186.926	103.044	34.3293	80.3144	160.554	1672.02	218.726	106.359	146.843	181.493	0	102.187	264.345	96.8582	313.932	0	412.056
C34:3 DAG*	50.6996	77.285	118.03	119.315	52.4726	602.767	68.1699	0	142.408	136.987	229.791	74.5451	33.5265	4559.29	84.7043	54.4963	43.846	402.411	144.445	1285.23	121.664	92.6785	61.1956	57.28	35.7636	89.3342	49.391	166.533	66.5834	52.009	172.903	85.4198	84.9217	111.564	236.007	85.2467	110.86	92.6351	77.8155	71.0543	33.6275	296.673	0	167.769	100.36	39.7888	678.166	260.301	55.0028	224.475	43.6995	54.6124	80.725	176.512	0	208.657	461.707	66.6321	339.127	42.6417	60.4115	193.717	53.6284	0	86.4766	0	45.7865	0	188.31	58.6406	59.9838	55.3322	63.7599	392.891	139.935	123.566	442.709	41.5174	17.5795	46.6105	30.7544	65.1377	94.783	51.3304	256.164	112.392	0	52.9507	15.158	31.8227	240.87	24.2848	51.6965	88.9566	29.3253	0	53.206	40.7713	64.2879	42.7344	41.6353	65.4369
C36:0 DAG	597.692	191.814	1984.7	192.886	206.98	53.6971	222.108	305.859	129.45	128.69	192.126	168.298	304.469	605.727	451.602	440.713	300.259	179.618	303.228	426.66	193.726	143.049	528.527	1128.85	185.274	4601.94	273.7	207.319	316.433	286.668	127.666	562.092	291.562	240.038	187.669	284.115	734.792	166.277	167.635	140.08	898.212	101.576	452.001	89.5213	621.564	416.35	101.298	234.267	92.7147	369.668	535.148	161.063	332.26	8705.3	750.606	754.39	94.5166	321.498	168.719	252.982	145.565	214.798	475.298	1566.44	376.021	1277.8	302.599	425.523	195.476	288.891	405.569	204.108	272.438	349.879	1924.21	1572.92	1876.86	532.671	37.4393	1802.56	278.23	721.536	185.626	154.461	196.913	112.541	399.786	227.332	135.189	202.837	284.98	446.874	307.775	261.177	256.063	3150.16	112.729	289.111	306.408	274.231	535.968	595.461
C36:1 PC	38.963	21.8343	51.7789	12.9654	44.7396	20.8679	218.252	50.6983	55.4644	40.4646	171.144	50.1395	173.943	39.1599	49.0481	591.42	66.3954	26.5538	541.135	271.43	224.882	40.516	183.706	187.68	26.5037	321.75	132.207	119.367	71.9091	152.369	52.0825	21.0268	129.979	101.613	92.9739	52.6891	0	15.3385	0	131.898	569.311	15.9139	0	0	0	0	81.4325	100.658	79.9583	0	165.756	49.6301	40.3948	34.7082	209.104	43.9907	15.1878	354.906	93.2255	26.4979	23.9564	44.3556	10268.4	71.6137	33.4993	365.282	99.1824	263.126	119.348	69.6289	76.1743	74.6149	38.6917	52.1153	25.6706	23.4812	2071.46	48.804	0	36.7443	135.08	0	17.9925	119.596	76.133	67.6106	44.4647	70.5538	64.8157	181.588	372.972	230.384	71.0175	465.109	0	75.1427	22.3692	37.857	561.346	102.42	256.243	378.507
C36:2 DAG	2791.65	12743.1	3395.19	7814.52	4494.64	742.103	20864.7	635.93	13577.2	5923.38	13568.5	12228.3	4017.02	4616.28	1619.62	6592.28	13150.8	2523.95	11448.2	5354.52	10521.9	14214.5	3117.86	15195.1	4862	1522.12	20262.9	5292.41	9065.84	3952.35	10319	14259.5	829.478	16323.1	12524.1	2372.66	338.834	16975.7	526.615	4415.44	1132.76	17533	94.0867	1417.58	7194.4	3565	18985.7	595.333	3707.5	920.793	2421.17	1946	12573.4	15428.7	1681.96	1067.92	6833.05	4139.28	1236.39	2792.33	330.865	4031.41	5291.54	1022.08	5337.71	1146.42	9443.69	1053.44	14507.1	1271.19	4714.63	1636.59	16917.3	4744.87	12930.2	8263.17	8714.58	3701.1	343.604	755.846	9790.47	404.907	12786.7	1048.98	4606.14	7618.73	405.414	456.78	8637.38	7302.09	11449	2938.74	2767.09	1806.84	3599.45	692.455	118.661	10431.7	2320.3	7674.9	427.774	7021.82
C36:2 DAG*	538.721	16593.8	815.061	3018.21	1024.8	153.552	42318.1	112.268	9824.73	2190.72	13137.4	16624.5	782.137	2288.25	549.016	1380.39	8567.13	861.237	3426.53	1444.13	7917.13	20300.8	772.911	11378.9	1349.88	401.226	15009.1	1376.47	6389.12	834.947	28945.6	17014.1	242.377	32664.5	5898.01	529.624	52.1154	41806.7	92.8547	1257.6	212.034	52566.9	46.9381	314.43	1553.62	635.699	89631.7	136	1177.58	162.35	540.881	438.529	8059.88	11741.3	300.271	238.214	7972.83	965.003	421.736	577.511	220.098	872.766	1323.37	174.42	1003.05	327.79	5538.15	184.805	16800	430.064	1022.49	503.525	12094.9	1065.58	4151.64	5694.73	26163.9	655.261	1109.27	158.053	3903.33	68.3287	15340.4	246.27	1171.57	5406.18	67.3412	92.2212	3515.18	2327.59	3238.63	609.97	579.494	452.126	743.307	109.449	54.4204	3115.68	634.641	1786.31	77.4187	1263.5
C36:2 PC	61.0657	111.057	46.3792	19.3046	109.552	33.4044	2604.83	53.2662	37.5542	21.4992	22.4493	47.3487	263.463	58.0665	131.504	111.896	30.6844	13.6983	71.7872	58.5038	91.8023	34.3922	133.531	265.76	10.1934	100.028	43.1596	450.581	258.561	25.5439	249.94	62.8839	97.0089	74.6134	70.8135	100.52	0	62.2811	0	506.403	93.5756	27.2201	39.368	0	32.2286	61.7954	526.603	196.29	68.2243	37.7439	239.571	56.3049	139.053	13.4803	112.7	39.582	16.3373	214.761	49.3191	56.5518	74.8327	29.8991	10190.8	121.73	40.39	152.518	340.221	189.721	54.7102	41.3963	157.256	228.022	104.167	41.356	0	67.9997	4441.77	258.506	32.2391	16.6205	165.711	0	64.8628	162.687	191.722	213.304	23.6934	68.1442	241.974	127.323	39.0777	35.0672	80.6164	200.283	50.0008	116.388	0	21.451	294.373	32.5583	0	86.3245
C36:2 PC plasmalogen	0	0	0	0	0	0	39.9365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3043	0	0	0	0	0	35.9022	0	0	0	77.2424	13.1969	0	0	0	0	10.0325	0	4165.03	0	0	81.1229	0	144.958	0	0	0	12.9611	0	0	0	0	151.606	0	0	0	0	0	0	0	44.611	0	0	0	0	0	0	0	0	166.102	0	40.4492	0	0	163.872	0	0	0
C36:2 PC*	10.4174	27.6128	0	9.98243	21.7531	5.94332	2736.96	0	0	0	0	29.6705	18.0998	24.7504	17.4057	0	0	0	12.6287	8.46313	20.0133	14.7232	0	51.2605	0	20.7042	7.19922	97.42	66.9801	9.0953	162.489	9.87577	0	13.5862	10.7154	28.2699	0	24.6279	0	11.59	4.946	11.2211	0	0	0	0	175.594	28.0413	14.7321	0	18.048	12.2176	14.2421	0	7.49177	0	0	63.9983	0	4.74654	7.34213	0	1731.96	10.4325	0	16.6528	32.3666	28.5505	15.1129	0	23.2436	48.9613	15.9083	0	0	5.52882	2114.94	81.7358	24.7164	12.3482	58.3183	0	29.0609	161.041	38.0075	134.88	0	0	186.209	36.4592	0	0	6.03244	60.2007	7.88576	16.6477	0	0	62.2146	0	0	0
C36:3 DAG	4072.04	11385.2	5893.52	12469.2	4589.83	575.205	15912.8	561.773	15840.1	8800.83	12429.6	13720.2	8218.85	5011.28	1163.75	7910.08	14092.2	1722.73	13984.1	6201.36	15604.7	13913.5	3759.18	18085	3152.56	2542.22	19179.4	5920.26	12186.8	5007.51	13960.8	15816.5	1112.1	18343.4	9918.57	3631.2	247.642	22201.7	1074.34	4417.65	1668.86	22738.3	80.4337	2308.98	14337.4	2255.27	24283.7	859.753	8560.88	1258.23	2205.14	1100.01	20286.5	13614.6	2254.59	2241.66	7823.99	11575.2	1888.86	8837.48	1938.76	5071.88	4187.64	715.113	3969.77	840.686	5124.54	1915.41	15687.6	1084.38	4313.76	3669.58	16751.4	11783.1	19059.5	11426.9	9554.96	8066.25	2839.86	1384.21	12183.1	531.866	14378.1	1667.13	8162.17	3093.52	1161.8	645.847	9877.67	5783.19	11414.4	6100.15	2718.23	4514.15	9697.86	650.522	440.696	7708.87	3303.83	11134.5	495.345	6991.45
C36:3 DAG*	856.233	11352.7	1375.93	6468.81	1123.47	228.656	9191.09	92.2007	9989.85	6249.8	7262.28	11628.6	1812.11	2434.29	873.719	1678.99	6906.67	1430.1	4542.28	1673.95	9848.13	10903.8	755.981	16563.1	730.56	582.547	8515.34	1340.31	10043.7	1092.99	38292	13743.8	245.348	26396.2	3031.18	946.502	59.0242	56335.2	252.829	1194.49	323.668	49918.6	0	738.215	3728.06	347.705	94318.8	1344	3118.58	206.689	480.448	234.593	19590.2	7173.76	364.765	484.111	5190.53	3542.35	2110.07	2504.28	448.183	1117.52	884.195	116.329	685.969	153.904	1318.37	315.609	12788	271.714	907.171	980.029	9301.47	3799.31	7428.08	9405.65	23794.1	1472.54	693.442	284.823	4414.76	86.9299	12388.8	409.41	2423.96	5311.5	219.351	134.338	3621.31	1572.66	2942.08	1316.53	527.547	956.666	2279.63	95.9171	85.8887	1922.59	736.518	2711.26	85.5055	1305.27
C36:3 PC	39.3329	52.8587	23.5564	18.3955	59.919	18.4866	1253.53	0.0627744	20.6858	13.2128	27.6457	26.2585	304.618	24.2132	56.4128	50.1445	22.0917	9.40558	45.844	25.2521	83.5216	20.76	74.0746	213.253	24.3868	58.1432	21.0297	431.019	308.325	30.5071	243.044	104.337	47.3525	44.2417	58.49	179.333	0	31.8791	0	625.702	53.4911	38.152	78.2798	0	0	35.607	242.961	94.189	73.6694	35.7434	72.8775	107.33	124.374	19.9128	0	48.0626	12.5469	415.863	35.9665	41.6898	55.296	14.4172	2639.85	75.8797	0	56.7605	38.0632	171.174	41.7043	21.4614	127.689	615.586	64.0353	32.4175	0	140.849	2813.1	444.529	55.1479	46.2565	73.7089	0	34.9985	106.953	87.2856	168.623	0	46.7627	140.397	70.6099	26.0091	0	48.0808	51.9166	61.5157	72.0239	0	0	103.296	0	0	0
C36:4 DAG	3171.35	6350.38	6048.68	12272.2	1314.13	208.003	8185.85	432.022	13504.9	6591.9	8069.65	7481.49	7776.86	9199.38	877.776	6927.59	8193.67	1047.17	21710.8	12248.3	12383.9	9341.58	5249.08	15669	3122.16	4407.59	7265.63	8265.52	12645.6	4327.53	12451.7	12381.8	1309.9	12304.4	10601.1	3820.16	79.5111	16936.3	821.158	2852.13	2244.06	14520.2	49.4783	873.565	10264.4	1178.72	18259.4	1302.72	10406.6	591.753	1863.28	769.665	16247	12277.9	2033.13	1816.78	6851.87	12450.9	956.653	10584.8	2057.55	6516.26	1263.2	295.188	4478.89	330.395	3475.28	1126.85	12991.1	432.717	2455.57	4090.85	10317	21210.1	23687.1	10354.5	7235.83	7281.62	950.872	876.377	6025.61	518.628	8953.52	2090.46	12256.8	4129.09	2227.34	698.737	4414.95	2685.26	6974.39	7008.41	1990.54	3887.23	9546.02	213.17	307.664	5940.81	1444.26	5940.85	314.715	7064.05
C36:4 DAG*	668.102	2672.16	1485.99	5730.85	316.388	216.652	2502.5	36.9571	7022.38	2802.29	2988.25	2940.56	1603.43	7352.23	241.81	1362.49	2650.14	383.286	9842.09	4774.9	6898.34	3797.26	665.448	12550.7	695.302	1077.82	1642.08	3101.63	10977.8	1072.69	20051.5	6361.04	360.792	6561.24	3125.11	932.734	81.1515	17650.3	178.794	791.385	390.62	11042.8	0	277.344	2379.52	191.539	18965.3	292.332	4698.37	104.934	376.189	182.971	9433.15	4616.41	354.246	445.45	5532.47	3193.36	369.504	3718.91	672.281	1682.61	290.028	52.9971	703.224	134.661	799.299	176.286	6511.55	116.786	505.04	1374.07	3229.97	12063.6	9555.01	7112.37	6918.6	1348.4	232.137	178.621	1730.23	80.6296	3649.46	623.37	5092.18	2402.79	400.908	102.527	1172.19	646.408	1624.46	1666.28	995.489	921.468	2437.02	36.7237	61.8395	1393.13	328.372	1175.23	107.721	1171.61
C36:4 PC-A	19.2552	0	0	12.8954	14.1825	0	718.563	0	14.4449	0	15.6995	0	244.995	15.9617	17.9583	35.6194	12.0961	0	27.7874	20.6752	57.9547	11.3235	0	69.8487	0	0	0	461.956	252.486	0	93.1472	94.5094	115.138	16.1085	36.0557	251.541	0	12.9238	0	66.2114	0	48.4758	0	0	0	0	43.1193	16.0275	59.9854	47.5645	28.9449	0	49.2433	0	0	30.3367	12.7672	399.869	23.4331	51.4081	21.4092	24.6355	145.659	0	0	0	16.6523	108.749	30.7914	13.4641	98.3817	24.9102	0	17.7177	0	115.6	524.389	458.835	41.7596	0	22.7894	0	84.9989	32.5146	42.5314	51.6464	13.3481	18.4771	25.4493	53.8336	0	0	25.8026	0	51.2599	0	0	0	24.7993	0	0	157.599
C36:4 PC-B	0	28.6092	18.2838	0	15.5332	0	46.6996	45.3342	0	0	0	0	0	10.9853	14.7416	0	0	0	0	0	25.7819	16.976	42.5579	23.6113	0	22.7332	39.6466	0	0	0	0	0	0	0	0	0	0	0	0	1083.51	0	0	78.9987	0	0	22.8384	0	25.447	0	0	31.6478	267.015	0	0	51.761	0	17.934	36.0665	60.3702	0	9.81703	0	888.094	0	33.2346	0	0	37.2748	15.3729	13.1677	0	485.218	22.1522	0	0	0	4781.04	0	0	0	16.8628	0	0	6.09072	17.0953	0	0	20.6332	0	0	0	0	0	40.9247	0	0	0	0	0	0	0	0
C36:5 PC plasmalogen-A	16.256	0	19.2681	12.4214	0	71.4198	38.4701	46.8425	26.7968	141.729	109.883	19.4459	38.9255	0	13.9631	208.997	0	68.7475	43.9611	0	55.6967	0	0	0	25.7592	0	85.4662	0	0	0	0	45.6518	0	0	40.5706	0	87.7323	16.5256	0	100.827	0	27.7563	48.5606	149.42	152.355	0	0	0	0	106.832	283.248	16.7059	0	34.6278	148.639	253.385	0	0	349.81	31.4837	94.6693	64.9416	33.1755	402.333	78.3586	175.938	128.085	104.769	33.2318	0	0	40.4333	23.4401	0	66.6024	23.4138	10.6054	113.474	13.138	44.2034	0	250.4	0	0	46.5399	22.4239	149.126	0	0	12.0621	0	266.029	55.9029	64.4021	63.6837	41.3024	75.368	194.25	115.438	175.762	108.726	95.3857
C36:5 PC plasmalogen-B	0	0	0	0	0	8.49428	14.075	0	0	0	0	0	0	0	26.0528	0	0	0	0	0	0	0	0	0	0	0	24.7293	0	0	45.6747	0	0	0	0	0	0	0	0	0	0	50.5996	0	0	0	0	0	0	0	0	0	35.2488	0	0	0	0	0	0	0	0	0	10.956	0	926.233	0	0	21.9754	0	52.2499	0	0	26.3213	31.7625	0	0	0	9.61913	381.807	0	0	0	0	0	0	0	115.842	0	0	0	0	0	0	0	66.1147	61.6329	0	0	0	0	52.7953	0	0	0
C38:5 DAG*	58.4287	0	102.091	65.4757	26.9547	14.4355	21.4781	23.1919	31.1168	137.256	399.004	18.7926	0	13.1276	8.81476	0	11.3175	42.3235	14.8092	28.0273	18.6011	27.3973	24.5799	1874.58	29.3793	96.6732	993.842	14.3052	16.8984	0	53.8759	22.1981	0	32.5387	18.4064	40.4206	0	381.599	26.1436	30.5169	0	38.0853	0	68.2773	225.743	0	149.222	26.0274	19.7052	114.22	35.9932	0	108.391	71.6087	728.036	166.787	11.726	38.8169	34.4951	161.013	14.45	17.2355	1144.8	0	36.6401	380.532	28.802	163.59	22.4744	12.9583	26.1208	12.2236	46.4874	0	23.505	37.3537	177.644	46.4599	21.3629	36.0273	21.3832	53.9935	21.2707	93.9249	13.9255	0	25.7182	15.9012	11.0658	15.5929	119.51	30.1258	0	448.844	124.815	0	43.3826	31.8118	297.613	69.5141	54.3403	61.8281
C4 carnitine	0	0	0	0	0	11302	48.9947	0	0	0	0	5.78295	0	0	0	6.48231	0	4.92588	0	0	0	0	0	10.6748	0	0	0	0	0	4.66035	0	0	0	0	4.65903	0	31.5603	46.6884	403.568	3.26708	11.048	488.5	156.489	26.9707	141.381	0	214.268	0	0	10307.2	99.4573	0	6.37075	8.12478	287.419	5.45552	7.77537	6.1667	18.9427	5.06619	8.89249	0	17.6265	13199.8	0	359.36	0	2231.98	32.3169	0	0	108.454	0	0	9259.74	0	0	1095.24	293.075	36.7293	0	1328.09	0	0	5.80386	0	0	0	0	0	0	0	0	158.466	2164.08	2344.89	0	0	26.8479	49.5776	878.359	0
C42:0 TAG	0	18.6717	10.4716	0	0	0	211.526	0	0	0	11.3727	0	0	0	64.6498	0	29.479	0	29.002	0	132.566	83.0623	81.8098	29.9125	47.0019	38.7666	0	16.2918	69.3098	0	31.3202	13.3235	16.2144	23.4223	33.6173	17.4273	0	31.5006	29.5143	0	32.2413	109.708	0	0	0	559.843	95.1666	212.722	108.76	27.7947	63.1329	27.2753	25.4648	0	41.418	0	519.573	0	35.5768	0	2361.52	0	30.0635	0	0	0	2040.12	0	153.455	17.0556	26.6662	1421.75	31.1987	29.6943	259.499	0	1219.24	0	6163.55	0	0	0	28.018	0	201.449	4372.32	171.377	0	0	12.3504	0	42.7835	139.161	0	0	49.7555	3488.12	36.3056	53.856	0	76.4543	0
C44:0 TAG	29.6096	22.807	0	12.3596	0	12.9946	178.501	0	16.4491	17.0733	11.38	0	0	0	35.3937	0	16.6867	5.91921	0	20.3545	128.873	53.9281	63.0491	197.364	32.5383	0	14.9514	42.6387	38.6802	0	10.662	13.9565	130.186	0	31.1686	0	0	0	23.5846	11.083	0	41.0683	0	0	0	257.979	37.418	260.836	57.0047	18.9828	155.429	21.3808	97.3702	0	109.97	0	73.0031	27.919	99.7181	0	1020.32	0	104.936	0	0	57.2531	735.803	0	67.3418	24.2617	59.1829	801.122	38.0873	0	100.816	12.697	1674.42	0	4523.85	0	0	0	13.1175	0	62.0414	2693.22	285.902	0	0	0	0	57.1576	61.4903	0	0	77.6697	1644.09	38.5503	25.4492	0	174.275	0
C44:0 TAG*	0	0	0	0	0	0	98.4482	0	0	0	0	0	0	0	16.6271	0	0	0	0	0	78.5517	48.2558	25.5026	89.3081	14.0245	0	0	0	32.686	0	8.09263	0	39.5676	0	0	0	0	0	0	0	0	26.9782	0	0	0	75.5276	10.9157	105.924	25.9493	0	52.4763	0	34.0252	0	0	0	120.69	0	35.3971	0	466.073	0	34.7926	0	0	0	352.74	0	79.8415	13.7251	21.9336	450.871	18.5568	0	34.4629	9.41325	2930.61	0	7612.82	0	0	0	10.0507	0	60.396	2577.66	102.766	14.924	0	0	0	0	27.9977	0	0	0	749.108	22.1034	0	0	61.5818	0
C44:1 TAG	0	53.6522	54.9452	24.3195	40.2654	0	54.8799	0	2.16905	18.9404	0	0	0	0.0019536	21.1366	4.76614	0.00732767	0	3.43783	6.16697	83.1721	124.714	78.2802	0.0148668	21.0362	8.08583	0	5.8108	51.794	2.58581	31.9576	18.2031	86.5039	0	3.19358	78.3574	0	0	39.5907	3.98682	6.32898	96.0052	0	0	0	144.093	80.1424	188.774	63.0267	0	42.8271	2.1899	0	0	42.8103	0	75.5901	34.4439	0.0179024	0	1311.39	0	59.1274	0	0	0	424.527	0	177.954	51.442	0	339.189	0	0.0152259	98.9938	9.09403	1269.3	0	5585.07	4.64496	0	0	20.5324	22.0863	102.825	388.068	35.43	2.36181	13.9369	0	0	47.9781	44.2622	0	0	0	1021.58	48.1358	0	5.73568	0	0
C46:0 TAG	38.4849	12.1611	28.0116	12.5926	35.262	9.5543	42.3666	34.1344	11.6338	22.533	28.1215	10.4678	90.7987	10.0252	38.4871	39.9689	239.812	5.80808	28.8421	24.066	136.814	27.0271	65.2169	81.7349	37.1466	61.3108	61.9365	25.6712	25.1532	27.5165	0	11.6124	42.719	7.38036	22.8546	24.5603	0	0	37.9054	22.5956	49.5404	0	0	0	0	242.962	9.22117	267.599	20.0682	73.6796	616.861	19.5428	747.141	13.226	316.18	17.5212	15.4387	60.0867	12.6654	13.3951	146.891	14.7099	216.312	64.126	50.9547	183.322	212.328	28.1718	57.4706	86.7962	250.326	296.264	39.8867	116.347	0	14.2398	1510.04	0	2048.49	12.5579	18.3631	107.093	20.5101	18.7505	35.1215	508.515	459.451	32.6698	12.6283	14.2908	55.3605	160.91	111.531	0	0	124.618	387.515	35.7674	32.9028	27.4592	393.194	0
C46:0 TAG*	0	0	22.8458	15.0963	0	0	84.5895	0	0	12.8436	14.1599	0	54.3891	17.1115	22.6345	0	184.847	0	33.6938	24.287	93.5547	40.8297	31.2117	159.505	24.3017	23.5988	24.9705	16.2473	48.6545	0	0	20.5266	0	0	22.1954	0	0	0	14.414	0	0	0	0	0	0	78.307	0	181.089	15.5302	17.5664	291.938	0	527.841	0	131.213	0	32.3048	47.708	0	0	156.706	0	109.474	0	0	69.3197	277.54	0	107.5	48.2127	108.675	384.999	27.7901	119.074	23.8385	20.3213	3882.71	0	2084.72	0	0	0	24.6318	9.1974	47.4893	488.597	179.348	14.8037	9.80518	0	25.4775	93.5503	52.0169	0	0	35.4566	278.076	46.5462	15.5284	0	116.007	0
C46:1 TAG	0	0	22.0293	21.5328	0	16.2075	106.689	0	19.5001	35.5389	0	9.02478	0	0	21.6412	0	0	0	23.8166	0	129.469	131.334	105.592	0	32.2328	30.8975	0	28.2964	73.9808	22.7567	45.967	27.5488	0	13.3068	43.4549	0	0	0	22.0431	13.474	0	74.9674	0	0	0	118.508	79.252	276.825	71.8859	0	73.0521	0	25.315	0	124.616	0	174.309	68.817	0	0	933.375	21.6226	270.659	0	0	0	397.785	0	209.323	28.5137	34.6727	348.594	27.9044	28.2149	70.6727	18.6901	2091.96	0	4866.17	0	21.6713	67.0853	48.9768	13.6527	138.581	802.021	75.7454	0	22.7818	22.802	19.3653	70.4302	38.2951	0	0	0	646.994	77.8943	18.0821	0	61.94	0
C46:1 TAG*	0	0	0	0	0	0	44.3967	0	0	18.201	0	0	0	0	0	0	0	0	0	0	48.833	79.4235	33.866	0	0	0	0	0	38.7449	0	21.9952	10.9478	0	0	19.011	0	0	0	0	0	0	45.9242	0	0	0	31.1878	22.3943	102.172	36.1895	0	0	0	0	0	0	0	147.423	39.5293	0	0	346.507	0	81.0034	0	0	0	167.493	0	132.786	0	0	161.32	0	0	26.1022	10.8904	2728.18	0	6088.5	0	0	0	25.7268	0	72.2154	398.835	26.4227	0	0	0	0	0	0	0	0	0	215.021	24.5317	0	0	0	0
C46:2 TAG	59.5524	25.8536	47.9972	25.5896	0	0	75.6137	9.49843	22.9515	20.3513	0	38.9099	0	0	36.6786	0	0	0	51.01	0	46.9849	103.88	31.9796	0	0	0	0	0	40.4284	0	33.7448	18.1545	23.0423	24.9318	24.294	18.6795	0	0	9.47036	0	27.6653	87.7821	0	0	0	0	40.2852	92.826	63.5007	0	45.7082	0	20.6619	0	82.154	0	92.9902	105.569	18.3759	0	215.671	0	166.347	0	0	0	182.833	0	130.117	10.8421	0	103.731	0	0	22.7035	22.6324	1306.91	0	2061.96	0	0	0	76.3199	13.6203	93.4872	515.453	0	14.7748	13.6778	22.0929	0	41.0753	27.4185	0	0	0	115.467	36.2669	0	0	0	0
C46:2 TAG*	0	14.3386	0	0	0	0	23.7207	0	0	0	0	12.9771	0	0	0	0	0	0	0	0	11.8071	46.5592	0	0	0	0	0	0	15.1803	0	11.4734	0	0	8.82001	0	0	0	0	0	0	0	30.9298	0	0	0	0	10.5493	50.7996	105.263	0	0	0	0	0	0	0	53.5958	19.7845	0	0	75.5361	0	47.3789	0	0	0	55.8004	0	58.7471	0	0	34.9918	0	0	0	9.13555	1030.82	0	965.872	0	0	0	31.5311	0	32.255	307.926	0	0	0	0	0	0	0	0	0	0	37.901	0	0	0	0	0
